customer_id,first_name,last_name,gender,email,join_date
443,Aisha,Patel,F,aisha.patel443@example.com,2024-12-07
444,Raj,Taylor,M,raj.taylor444@example.com,2024-05-10
445,Ananya,Mukherjee,M,ananya.mukherjee445@example.com,2024-02-12
446,Neha,Williams,M,neha.williams446@example.com,2024-04-24
447,Neha,Davis,M,neha.davis447@example.com,2024-12-27
448,Arjun,Williams,M,arjun.williams448@example.com,2024-10-08
449,Arjun,Williams,M,arjun.williams449@example.com,2024-11-28
450,Sara,Roy,F,sara.roy450@example.com,2024-02-22
451,Vivaan,Verma,M,vivaan.verma451@example.com,2024-06-06
452,Saanvi,Gupta,F,saanvi.gupta452@example.com,2024-03-08
453,Saanvi,Taylor,F,saanvi.taylor453@example.com,2024-07-31
454,Diya,Davis,M,diya.davis454@example.com,2024-02-29
455,John,Verma,M,john.verma455@example.com,2024-05-31
456,Raj,Mukherjee,M,raj.mukherjee456@example.com,2024-07-26
457,Vivaan,Sharma,M,vivaan.sharma457@example.com,2024-02-13
458,Aditya,Sharma,F,aditya.sharma458@example.com,2024-06-28
459,John,Khan,F,john.khan459@example.com,2024-02-21
460,Ananya,Taylor,M,ananya.taylor460@example.com,2024-01-14
461,Diya,Sharma,F,diya.sharma461@example.com,2024-10-06
462,Sara,Williams,M,sara.williams462@example.com,2024-11-27
463,Kabir,Mukherjee,M,kabir.mukherjee463@example.com,2024-08-18
464,Ishaan,Roy,F,ishaan.roy464@example.com,2024-06-19
465,Priya,Nair,F,priya.nair465@example.com,2024-07-17
466,Saanvi,Das,M,saanvi.das466@example.com,2024-10-29
467,Kabir,Johnson,M,kabir.johnson467@example.com,2024-04-20
468,Aisha,Davis,F,aisha.davis468@example.com,2024-04-05
469,David,Davis,M,david.davis469@example.com,2024-05-30
470,Ishaan,Sharma,M,ishaan.sharma470@example.com,2024-03-20
471,Diya,Taylor,F,diya.taylor471@example.com,2024-05-08
472,Arjun,Verma,M,arjun.verma472@example.com,2024-01-14
473,Saanvi,Patel,M,saanvi.patel473@example.com,2024-02-02
474,Aditya,Johnson,M,aditya.johnson474@example.com,2024-05-30
475,Aisha,Gupta,M,aisha.gupta475@example.com,2024-09-26
476,Diya,Das,F,diya.das476@example.com,2024-03-20
477,Priya,Sharma,F,priya.sharma477@example.com,2024-12-01
478,Aditya,Patel,M,aditya.patel478@example.com,2024-10-20
479,Aarav,Mukherjee,F,aarav.mukherjee479@example.com,2024-09-11
480,Arjun,Gupta,F,arjun.gupta480@example.com,2024-09-26
481,John,Mukherjee,M,john.mukherjee481@example.com,2024-10-04
482,Aisha,Nair,M,aisha.nair482@example.com,2024-10-24
483,Neha,Gupta,F,neha.gupta483@example.com,2024-04-13
484,Kabir,Singh,M,kabir.singh484@example.com,2024-05-17
485,Kabir,Mukherjee,F,kabir.mukherjee485@example.com,2024-09-28
486,Aarav,Mukherjee,M,aarav.mukherjee486@example.com,2024-02-20
487,Emily,Verma,M,emily.verma487@example.com,2024-03-06
488,Aditya,Patel,M,aditya.patel488@example.com,2024-10-07
489,Aisha,Johnson,F,aisha.johnson489@example.com,2024-03-23
490,Alice,Gupta,M,alice.gupta490@example.com,2024-10-01
491,Vivaan,Verma,M,vivaan.verma491@example.com,2024-09-22
492,Priya,Brown,F,priya.brown492@example.com,2024-01-09
493,Riya,Davis,M,riya.davis493@example.com,2024-10-14
494,Raj,Nair,F,raj.nair494@example.com,2024-05-22
495,Ishaan,Taylor,F,ishaan.taylor495@example.com,2024-02-12
496,Priya,Williams,F,priya.williams496@example.com,2024-05-04
497,Aarav,Verma,F,aarav.verma497@example.com,2024-04-08
498,John,Mukherjee,M,john.mukherjee498@example.com,2024-05-12
499,Riya,Taylor,F,riya.taylor499@example.com,2024-11-28
500,Aarav,Das,F,aarav.das500@example.com,2024-08-11
